EventID,LocationID,Species,VoucherNo,ModNo,CovCode,Comments
CUVAWetlnd2023Jul18,CUVAWetlnd127,Eupatorium perfoliatum,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Ranunculus septentrionalis,,2,4,Ranunculus septentrionalis
CUVAWetlnd2023Jul18,CUVAWetlnd127,Sagittaria latifolia,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Typha latifolia,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Epilobium parviflorum,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Impatiens capensis,,2,7,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Cornus amomum,,2,5,Obliqua
CUVAWetlnd2023Jul18,CUVAWetlnd127,Cornus racemosa,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Symphyotrichum puniceum,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Carex lurida,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Galium asprellum,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Carex bromoides,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Mimulus alatus,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Apios americana,,2,6,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Pilea pumila,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Equisetum arvense,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Schoenoplectus tabernaemontani,,2,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Rumex obtusifolius,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Parthenocissus quinquefolia,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Epilobium coloratum,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Chelone glabra,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Solanum dulcamara,,2,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Carpinus caroliniana,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Ribes americanum,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Scutellaria lateriflora,,2,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Tilia americana,,2,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Amphicarpaea bracteata,,2,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Lindera benzoin,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Poa sp.,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Salix discolor,,2,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Leersia oryzoides,,2,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Apios americana,,3,7,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Epilobium parviflorum,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Cornus amomum,,3,7,Obliqua
CUVAWetlnd2023Jul18,CUVAWetlnd127,Parthenocissus quinquefolia,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Carpinus caroliniana,,3,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Symplocarpus foetidus,,3,8,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Symphyotrichum puniceum,,3,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Impatiens capensis,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Galium asprellum,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Ligustrum vulgare,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Galium triflorum,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Lindera benzoin,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Rosa multiflora,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Lonicera morrowii,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Eupatorium perfoliatum,,3,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Salix nigra,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Salix discolor,,3,6,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Ribes americanum,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Poa sp.,,3,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Leersia oryzoides,,3,3,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Salix sericea,,3,6,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Boehmeria cylindrica,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Thelypteris palustris,,3,5,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Sagittaria latifolia,,3,4,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Senecio aureus,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Carex sp. 1,,3,2,Staminate scales on too
CUVAWetlnd2023Jul18,CUVAWetlnd127,Lysimachia nummularia,,3,2,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Pilea pumila,,3,1,
CUVAWetlnd2023Jul18,CUVAWetlnd127,Onoclea sensibilis,,3,3,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Symplocarpus foetidus,,4,8,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Thelypteris palustris,,4,8,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Salix sericea,,4,8,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Myosotis scorpioides,,4,6,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Asclepias incarnata,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Sagittaria latifolia,,4,6,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Apios americana,,4,6,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Scutellaria lateriflora,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Symphyotrichum puniceum,,4,5,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Typha latifolia,,4,4,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Amphicarpaea bracteata,,4,3,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Chelone glabra,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Leersia oryzoides,,4,4,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Impatiens capensis,,4,5,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Parthenocissus quinquefolia,,4,5,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Onoclea sensibilis,,4,3,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Ribes americanum,,4,6,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Eupatorium perfoliatum,,4,4,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Carex bromoides,,4,5,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Galium asprellum,,4,3,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Cornus amomum,,4,5,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Carpinus caroliniana,,4,4,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Carex lurida,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Pilea pumila,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Salix nigra,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Solidago patula,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Toxicodendron radicans,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Epilobium coloratum,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Boehmeria cylindrica,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Liparis loesellii,,4,2,Liparis loesellii
CUVAWetlnd2023Jul21,CUVAWetlnd127,Circaea lutetiana,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Fraxinus pennsylvanica,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Viburnum lentago,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Cirsium muticum,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Cryptotaenia canadensis,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Schoenoplectus tabernaemontani,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Epilobium parviflorum,,4,2,
CUVAWetlnd2023Jul21,CUVAWetlnd127,Ranunculus hispidus var. nitidus,,4,2,Ranunculus septentrionalis
CUVAWetlnd2023Aug01,CUVAWetlnd136,Cornus racemosa,,2,6,Foemina
CUVAWetlnd2023Aug01,CUVAWetlnd136,Rhamnus frangula,,2,6,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Fraxinus pennsylvanica,,2,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Rosa palustris,,2,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Sorghastrum nutans,,2,7,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Schedonorus arundinacea,,2,6,Bunch type
CUVAWetlnd2023Aug01,CUVAWetlnd136,Euthamia graminifolia,,2,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Platanus occidentalis,,2,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Juncus dudleyi,,2,5,Cartilaginous auricles
CUVAWetlnd2023Aug01,CUVAWetlnd136,Oxypolis rigidior,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Agrostis gigantea,,2,4,Voucher
CUVAWetlnd2023Aug01,CUVAWetlnd136,Prunella vulgaris var. lanceolata,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Carex aurea,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Viburnum opulus var. opulus,,2,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Carex pellita,,2,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Juncus acuminatus,,2,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Rosa multiflora,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Equisetum arvense,,2,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Asclepias incarnata,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Scirpus atrovirens,,2,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Pycnanthemum muticum,,2,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Populus deltoides,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Symphyotrichum lanceolatum,,2,4,Not hairy
CUVAWetlnd2023Aug01,CUVAWetlnd136,Lotus corniculatus,,2,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Cirsium muticum,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Lycopus americana,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Panicum villosissimum,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Coreopsis tripteris,,2,3,Coreopsis tripteris
CUVAWetlnd2023Aug01,CUVAWetlnd136,Eleocharis elliptica,,2,7,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Ulmus americana,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Scirpus pendulus,,2,3,Voucher
CUVAWetlnd2023Aug01,CUVAWetlnd136,Alnus incana,,2,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Salix discolor,,2,2,Glacous white undr and stipules.  Hairs on edges, serrate
CUVAWetlnd2023Aug01,CUVAWetlnd136,Physocarpus opulifolius,,2,4,Physocarpus opulifolius
CUVAWetlnd2023Aug01,CUVAWetlnd136,Fraxinus nigra,,2,1,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Carex granularis,,2,2,Glaucous
CUVAWetlnd2023Aug01,CUVAWetlnd136,Viburnum dentatum,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Tussilago farfara,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Daucus carota,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Erigeron philadelphicus,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Carex vulpinoidea,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Panicum clandestinum,,2,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Malus sieboldi,,2,2,Lobed malus
CUVAWetlnd2023Aug01,CUVAWetlnd136,Cornus racemosa,,3,6,Foemina
CUVAWetlnd2023Aug01,CUVAWetlnd136,Rosa palustris,,3,5,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Platanus occidentalis,,3,6,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Populus deltoides,,3,6,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Rhamnus frangula,,3,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Scirpus atrovirens,,3,4,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Sorghastrum nutans,,3,7,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Daucus carota,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Equisetum arvense,,3,8,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Prunella vulgaris var. lanceolata,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Schoenoplectus americanus,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Symphyotrichum lanceolatum,,3,5,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Fraxinus pennsylvanica,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Carex granularis,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Tussilago farfara,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Panicum villosissimum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Lotus corniculatus,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Juncus brachycephalus,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Solidago altissima,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Silphium trifoliatum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Euthamia graminifolia,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Juncus dudleyi,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Elaeagnus umbellata,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Melilotus alba,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Phragmites australis ssp. Australis,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Asclepias incarnata,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Salix exigua,,3,3,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Viburnum dentatum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Pycnanthemum muticum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Taraxacum officinale,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Sabatia angularis,,3,2,Sabatia angularis
CUVAWetlnd2023Aug01,CUVAWetlnd136,Viburnum opulus var. opulus,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Oxypolis rigidior,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Juncus effusus,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Lycopus americana,,3,2,Americana
CUVAWetlnd2023Aug01,CUVAWetlnd136,Cirsium muticum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Carex vulpinoidea,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Panicum clandestinum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Solidago nemoralis,,3,2,Solidago nemoralis
CUVAWetlnd2023Aug01,CUVAWetlnd136,Coreopsis tripteris,,3,2,Coreopsis tripteris
CUVAWetlnd2023Aug01,CUVAWetlnd136,Alnus incana,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Festuca arundinacea,,3,5,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Microstegium vimineum,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Helianthus divaricatus,,3,2,Helianthus divaricatus
CUVAWetlnd2023Aug01,CUVAWetlnd136,Solidago rugosa,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Calamagrostis canadensis,,3,2,
CUVAWetlnd2023Aug01,CUVAWetlnd136,Rosa multiflora,,3,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Sorghastrum nutans,,8,6,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Lysimachia terrestris,,8,6,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Asclepias incarnata,,8,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Schedonorus arundinacea,,8,6,Ciliate auricles
CUVAWetlnd2023Aug02,CUVAWetlnd136,Calamagrostis canadensis,,8,6,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Phalaris arundinacea,,8,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Scirpus atrovirens,,8,5,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Rhamnus frangula,,8,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Fraxinus pennsylvanica,,8,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Carex hystericina,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Euthamia graminifolia,,8,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Platanus occidentalis,,8,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Cornus racemosa,,8,4,Foemina
CUVAWetlnd2023Aug02,CUVAWetlnd136,Eleocharis elliptica,,8,8,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Oxypolis rigidior,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Scirpus pendulus,,8,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Juncus torreyi,,8,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Juncus brachycephalus,,8,5,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Pycnanthemum muticum,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Symphyotrichum prenanthoides,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Lycopus americana,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Chelone glabra,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Solidago altissima,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Toxicodendron radicans,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Panicum villosissimum,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Dicot sp.  tree,,8,2,Dicot sp.  tree
CUVAWetlnd2023Aug02,CUVAWetlnd136,Carex granularis,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Juncus dudleyi,,8,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Daucus carota,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Alnus incana,,8,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Symphyotrichum lanceolatum,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Populus deltoides,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Prunella vulgaris var. lanceolata,,8,2,Var lanceolata
CUVAWetlnd2023Aug02,CUVAWetlnd136,Rosa palustris,,8,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Panicum clandestinum,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Viburnum opulus var. opulus,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Fraxinus nigra,,8,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Agrostis stolonifera,,8,3,Monocot sp voucher
CUVAWetlnd2023Aug02,CUVAWetlnd136,Euphorbia corollata,,8,2,Euphorbia corollata
CUVAWetlnd2023Aug02,CUVAWetlnd136,Calamagrostis canadensis,,9,7,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Platanus occidentalis,,9,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Coreopsis tripteris,,8,2,Coreopsis tripteris
CUVAWetlnd2023Aug02,CUVAWetlnd136,Fraxinus pennsylvanica,,9,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Agrostis gigantea,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Euthamia graminifolia,,9,6,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Panicum clandestinum,,9,5,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Coreopsis tripteris,,9,4,Coreopsis tripteris
CUVAWetlnd2023Aug02,CUVAWetlnd136,Pycnanthemum muticum,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Prunella vulgaris var. lanceolata,,9,3,Var lanceolata
CUVAWetlnd2023Aug02,CUVAWetlnd136,Symphyotrichum prenanthoides,,9,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Viburnum opulus var. opulus,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Alnus incana,,9,5,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Juncus torreyi,,9,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Sorghastrum nutans,,9,5,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Cirsium muticum,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Symphyotrichum lanceolatum,,9,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Scirpus pendulus,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Rhamnus frangula,,9,5,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Viburnum dentatum,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Physocarpus opulifolius,,9,3,Physocarpus opulifolius
CUVAWetlnd2023Aug02,CUVAWetlnd136,Crataegus sp.,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Salix sericea,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Cornus racemosa,,9,5,Foemina
CUVAWetlnd2023Aug02,CUVAWetlnd136,Apios americana,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Equisetum arvense,,9,4,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Lycopus americana,,9,2,Likely americana
CUVAWetlnd2023Aug02,CUVAWetlnd136,Carex pellita,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Carex granularis,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Ulmus americana,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Panicum villosissimum,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Oxypolis rigidior,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Toxicodendron radicans,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Ligustrum vulgare,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Agrostis stolonifera,,9,3,Monocot sp same
CUVAWetlnd2023Aug02,CUVAWetlnd136,Pedicularis lanceolata,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Eupatorium maculatum,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Lysimachia terrestris,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Asclepias incarnata,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Eleocharis elliptica,,9,6,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Scirpus atrovirens,,9,3,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Penstemon digitalis,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Helenium autumnale,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Cicuta maculata,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Solidago altissima,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Chelone glabra,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Festuca arundinacea,,9,6,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Vernonia gigantea,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Mentha arvensis,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Juncus dudleyi,,9,2,
CUVAWetlnd2023Aug02,CUVAWetlnd136,Juncus brachycephalus,,9,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Glyceria striata,,2,8,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Lysimachia nummularia,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Scutellaria lateriflora,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Phragmites australis ssp. Australis,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Impatiens capensis,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Carex stipata,,2,7,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Lycopus uniflorus,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Leersia oryzoides,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Equisetum arvense,,2,8,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Symphyotrichum lateriflorum,,2,3,Hairs
CUVAWetlnd2023Aug03,CUVAWetlnd139,Leersia virginica,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Cinna arundinacea,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Ranunculus hispidus var. nitidus,,2,2,Ranunculus septentrionalis
CUVAWetlnd2023Aug03,CUVAWetlnd139,Toxicodendron radicans,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Circaea lutetiana,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Microstegium vimineum,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Lindera benzoin,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Rosa multiflora,,2,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Chelone glabra,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Fraxinus nigra,,2,4,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Fraxinus pennsylvanica,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Symphyotrichum lanceolatum,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Pilea pumila,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Salix exigua,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Boehmeria cylindrica,,2,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Ulmus americana,,2,6,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Carex stipata,,3,9,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Lysimachia nummularia,,3,8,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Symphyotrichum prenanthoides,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Toxicodendron radicans,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Symphyotrichum lateriflorum,,3,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Symphyotrichum lanceolatum,,3,3,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Cinna arundinacea,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Elymus virginicus,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Mentha arvensis,,3,7,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Sparganium eurycarpum,,3,2,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Leersia oryzoides,,3,4,
CUVAWetlnd2023Aug03,CUVAWetlnd139,Lindera benzoin,,3,2,
