EventID,LocationID,Module_No,Scientific_Name,DiamID,Count
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Populus deltoides,C3,8
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix humilis,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix humilis,C1,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Lindera benzoin,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Rosa multiflora,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Rosa multiflora,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Rosa multiflora,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix exigua,C0,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix exigua,C1,41
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Salix exigua,C2,18
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Juglans cinerea,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,1,Ulmus americana,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Salix nigra,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Salix nigra,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Rosa multiflora,C0,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Rosa multiflora,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Rosa multiflora,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C1,13
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C7,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Standing dead,C8,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Toxicodendron radicans,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Catalpa speciosa,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Salix humilis,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Ulmus americana,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Platanus occidentalis,C1,8
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Platanus occidentalis,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Platanus occidentalis,C4,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Lindera benzoin,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Populus deltoides,C1,110
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Populus deltoides,C2,84
CUVAWetlnd2023Jul13,CUVAWetlnd130,2,Populus deltoides,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Lindera benzoin,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Lindera benzoin,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Lindera benzoin,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Rosa multiflora,C0,25
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Rosa multiflora,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Rosa multiflora,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Fraxinus pennsylvanica,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Platanus occidentalis,C1,12
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Platanus occidentalis,C2,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Platanus occidentalis,C4,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Lonicera maackii,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Salix nigra,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,C7,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Standing dead,Big,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Salix discolor,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Ulmus americana,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Cornus racemosa,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Cornus racemosa,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Toxicodendron radicans,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Vitis riparia,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Rosa multiflora,C0,17
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Rosa multiflora,C1,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Rosa multiflora,C2,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Platanus occidentalis,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Platanus occidentalis,C2,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lindera benzoin,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lindera benzoin,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lindera benzoin,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Aesculus glabra,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Aesculus glabra,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Aesculus glabra,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Aesculus glabra,C3,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Aesculus glabra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Aesculus glabra,C5,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lonicera maackii,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lonicera maackii,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lonicera maackii,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Toxicodendron radicans,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Toxicodendron radicans,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Rubus occidentalis,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Vitis riparia,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,4,Lonicera tatarica,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Salix nigra,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Aesculus glabra,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Aesculus glabra,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Aesculus glabra,C3,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Aesculus glabra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Platanus occidentalis,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Rosa multiflora,C0,9
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Rosa multiflora,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C6,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C8,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Lindera benzoin,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Celastrus orbiculatus,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Celastrus orbiculatus,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Crataegus punctata,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Crataegus punctata,C4,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Crataegus punctata,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,5,Toxicodendron radicans,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Platanus occidentalis,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Platanus occidentalis,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Platanus occidentalis,C3,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Platanus occidentalis,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Platanus occidentalis,C5,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Liriodendron tulipifera,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Crataegus punctata,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Crataegus punctata,C3,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Crataegus punctata,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Rosa multiflora,C0,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Rosa multiflora,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Lonicera maackii,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Vitis riparia,C1,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Vitis riparia,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Vitis riparia,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Lindera benzoin,C0,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Lonicera morrowii,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Lonicera morrowii,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Standing dead,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Standing dead,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Standing dead,C4,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Ligustrum vulgare,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Ligustrum vulgare,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,3,Lonicera tatarica,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Cornus racemosa,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,7,Cornus racemosa,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Platanus occidentalis,C1,15
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Platanus occidentalis,C2,11
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Platanus occidentalis,C3,23
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Platanus occidentalis,C4,17
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Platanus occidentalis,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Rosa multiflora,C0,11
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Rosa multiflora,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Rosa multiflora,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Standing dead,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Standing dead,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Standing dead,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Standing dead,C5,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Aesculus glabra,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Lindera benzoin,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Ulmus americana,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Viburnum dentatum,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Salix discolor,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Salix discolor,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Ligustrum vulgare,C0,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Ligustrum vulgare,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Ligustrum vulgare,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Rosa multiflora,C0,15
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Rosa multiflora,C1,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Rosa multiflora,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Lindera benzoin,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Standing dead,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Standing dead,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Standing dead,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Platanus occidentalis,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Platanus occidentalis,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Platanus occidentalis,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Platanus occidentalis,C3,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Platanus occidentalis,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Fraxinus pennsylvanica,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Fraxinus pennsylvanica,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Elaeagnus umbellata,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Elaeagnus umbellata,C3,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Quercus palustris,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Ulmus americana,C1,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Ulmus americana,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Salix nigra,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,9,Salix nigra,C5,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Lonicera morrowii,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,8,Spiraea alba,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Rhamnus frangula,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Viburnum opulus var. opulus,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Viburnum opulus var. opulus,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix exigua,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix exigua,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix exigua,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Platanus occidentalis,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Platanus occidentalis,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Platanus occidentalis,C4,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Parthenocissus quinquefolia,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Rosa multiflora,C0,20
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Rosa multiflora,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Rosa multiflora,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Standing dead,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Standing dead,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Standing dead,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Standing dead,C7,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Standing dead,Big,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix discolor,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix discolor,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Lonicera maackii,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Lonicera maackii,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Lonicera morrowii,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Carpinus caroliniana,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Carpinus caroliniana,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Lindera benzoin,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Lindera benzoin,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Ligustrum vulgare,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Ligustrum vulgare,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Fraxinus pennsylvanica,C1,18
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Fraxinus pennsylvanica,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Fraxinus pennsylvanica,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Ulmus americana,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Ulmus americana,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix nigra,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Crataegus punctata,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Vitis riparia,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Viburnum recognitum,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Cornus racemosa,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Cornus racemosa,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Cornus racemosa,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Crataegus sp.,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Fagus grandifolia,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Malus toringo,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,10,Pyrus sp.,C1,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Rosa multiflora,C0,5
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Rosa multiflora,C1,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Rosa multiflora,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Rubus pensilvanicus,C1,4
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Viburnum recognitum,C0,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Vitis riparia,C1,4
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Lonicera morrowii,C0,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Lonicera morrowii,C3,3
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Lonicera morrowii,C4,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Salix nigra,C1,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Salix nigra,C2,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Salix nigra,C4,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Cornus obliqua,C0,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Cornus obliqua,C1,32
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Cornus obliqua,C2,7
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Sambucus canadensis,C0,10
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Sambucus canadensis,C1,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Sambucus canadensis,C2,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Sambucus canadensis,C3,7
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Standing dead,C0,3
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Standing dead,C2,3
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Platanus occidentalis,C1,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Platanus occidentalis,C2,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Ulmus americana,C1,3
CUVAWetlnd2023Jul14,CUVAWetlnd128,1,Ribes americanum,C1,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Cornus obliqua,C0,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Cornus obliqua,C1,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Cornus obliqua,C2,5
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Rhamnus frangula,C2,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Rhamnus frangula,C3,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Ulmus americana,C1,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Ulmus americana,C3,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Parthenocissus quinquefolia,C1,5
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Parthenocissus quinquefolia,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Standing dead,C0,3
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Standing dead,C1,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Standing dead,C3,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Viburnum dentatum,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Sambucus canadensis,C0,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Sambucus canadensis,C1,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Sambucus canadensis,C2,6
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Rosa multiflora,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Lonicera morrowii,C0,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,2,Lonicera morrowii,C2,5
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Rosa multiflora,C1,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Parthenocissus quinquefolia,C1,4
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Parthenocissus quinquefolia,C2,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Cornus obliqua,C1,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Cornus obliqua,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Lonicera morrowii,C0,3
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Lonicera morrowii,C3,5
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Lonicera morrowii,C4,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Vitis riparia,C1,4
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Vitis riparia,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Standing dead,C1,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Standing dead,C2,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Platanus occidentalis,C2,2
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Platanus occidentalis,C3,1
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Rubus pensilvanicus,C1,11
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Rubus pensilvanicus,C2,5
CUVAWetlnd2023Jul14,CUVAWetlnd128,3,Ulmus americana,C2,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Cornus amomum,C1,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Platanus occidentalis,C2,6
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Fraxinus pennsylvanica,C2,12
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Standing dead,C4,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Standing dead,C6,2
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Standing dead,C7,2
CUVAWetlnd2023Aug01,CUVAWetlnd136,1,Standing dead,C8,2
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Platanus occidentalis,C1,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Platanus occidentalis,C2,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Platanus occidentalis,C9,2
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Alnus incana,C1,5
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Ulmus americana,C9,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,10,Elaeagnus umbellata,C1,2
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Fraxinus pennsylvanica,C1,12
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Platanus occidentalis,C1,3
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Platanus occidentalis,C2,2
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Alnus incana,C0,4
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Alnus incana,C1,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Standing dead,C5,1
CUVAWetlnd2023Aug01,CUVAWetlnd136,9,Standing dead,C6,1
