EventID,LocationID,FeatureID,Species,VoucherNo,ModNo,CovCode,Comments
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Cicuta bulbifera,,2,2,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Galium tinctorium,,9,2,
CUVAWetlnd2023Sep08,CUVAWetlnd133,365BM4,Galium triflorum,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Impatiens capensis,,2,5,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Impatiens capensis,,3,6,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Impatiens capensis,,8,5,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Impatiens capensis,,9,6,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Iris pseudacorus,,2,5,
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,Epilobium coloratum,,9,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Glyceria septentrionalis,,1,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Galium triflorum,,3,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Galium asprellum,,3,4,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Fraxinus pennsylvanica,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Fraxinus pennsylvanica,,2,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Fraxinus pennsylvanica,,1,5,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Eupatorium rugosum,,4,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Cryptotaenia canadensis,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Cryptotaenia canadensis,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Glyceria septentrionalis,,2,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Circaea lutetiana,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Iris pseudacorus,,2,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Cicuta bulbifera,,2,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Crataegus punctata,,3,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ligustrum vulgare,,1,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Glyceria striata,,3,4,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Hackelia virginiana,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Hesperis matronalis,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Hydrophyllum virginianum,,3,3,Virginianum
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Iris pseudacorus,,1,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Leersia oryzoides,,1,5,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Leersia virginica,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lemna minor,,1,8,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lemna minor,,2,9,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Cicuta bulbifera,,1,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carex lupulina,,4,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Lemna sp.,,4,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Impatiens capensis,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carex sp. 1,,3,5,Small drk grn
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ligustrum vulgare,,2,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Bidens connata,,9,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Aesculus glabra,,1,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Alliaria petiolata,,3,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Blephilia hirsuta,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Boehmeria cylindrica,,1,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Boehmeria cylindrica,,2,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Boehmeria cylindrica,,3,4,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Boehmeria cylindrica,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carex comosa,,2,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carex cristatella,,3,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carex sp. 1,,4,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carex lupulina,,2,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Celastrus orbiculatus,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Acer negundo,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carex sp. 2,,3,2,Lighter grenn larger
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carex sp. 2,,4,4,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carex sp. 3,,3,2,Hispid
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carex sp. 3,,4,6,Hairy
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carex sp. 4,,4,5,Very small lvs
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carpinus caroliniana,,3,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carpinus caroliniana,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Carya cordiformis,,3,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carya ovata,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Celastrus orbiculatus,,1,1,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Celastrus orbiculatus,,3,4,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Carex cristatella,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Scirpus atrovirens,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Symphyotrichum lateriflorum,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Symphyotrichum lateriflorum,,1,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Sparganium eurycarpum,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Sparganium eurycarpum,,2,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Sparganium eurycarpum,,1,4,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Smilax hispida,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ranunculus recurvatus,,3,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Symphyotrichum sp 1.,,4,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Symplocarpus foetidus,,4,7,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Sanicula canadensis,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Rumex obtusifolius,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Rubus occidentalis,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Rosa multiflora,,3,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Rosa multiflora,,2,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Ranunculus recurvatus,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Smilax hispida,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Verbesina alternifolia,,3,4,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Ligustrum vulgare,,4,7,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Aesculus glabra,,3,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Peltandra virginica,,2,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Vitis riparia,,4,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Viola sp.,,4,7,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Viola sp.,,3,5,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Symphyotrichum lateriflorum,,4,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Verbesina alternifolia,,4,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Symplocarpus foetidus,,1,7,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Urtica dioica var. dioica,,4,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Urtica dioica var. dioica,,3,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ulmus americana,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ulmus americana,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Toxicodendron radicans,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Toxicodendron radicans,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Scutellaria lateriflora,,1,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Viburnum dentatum,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lysimachia nummularia,,2,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Parthenocissus quinquefolia,,1,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Osmorhiza longistylis,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Osmorhiza longistylis,,3,2,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Ranunculus hispidus,,4,2,Var nitidus
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Moss sp. 1,,4,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Smilax hispida,,3,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Parthenocissus quinquefolia,,3,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lysimachia nummularia,,3,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Onoclea sensibilis,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lysimachia nummularia,,1,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ludwigia palustris,,2,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ludwigia palustris,,1,5,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Lonicera maackii,,4,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lonicera maackii,,3,6,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Lindera benzoin,,4,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lindera benzoin,,3,6,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Lysimachia nummularia,,4,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Polygonum virginianum,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Ranunculus hispidus,,1,2,Var nitidus
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Quercus sp.,,1,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Lythrum salicaria,,2,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Polystichum acrostichoides,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Polygonum virginianum,,3,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Polygonum hydropiperoides,,2,5,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Polygonum hydropiperoides,,1,3,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Poa sp.,,4,4,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Pilea pumila,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Phalaris arundinacea,,1,6,
CUVAWetlnd2023Sep08,CUVAWetlnd134,365BM5,Parthenocissus quinquefolia,,4,2,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Phalaris arundinacea,,2,6,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Phragmites australis ssp. Australis,,1,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Pilea pumila,,1,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Pilea pumila,,2,3,
CUVAWetlnd2023Sep07,CUVAWetlnd134,365BM5,Pilea pumila,,3,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum arifolium,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Rubus occidentalis,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Cornus racemosa,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lonicera maackii,,6,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solidago rugosa,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Crataegus punctata,,6,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lonicera morrowii,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ligustrum vulgare,,2,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Typha latifolia,,2,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Parthenocissus quinquefolia,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Rosa multiflora,,6,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Fraxinus pennsylvanica,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Galium triflorum,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Acorus calamus,,2,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polystichum acrostichoides,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ribes sp.,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Leersia oryzoides,,7,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Leersia virginica,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Geum canadense,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Crataegus coccinea,,7,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Symplocarpus foetidus,,2,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Rosa multiflora,,7,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Fraxinus pennsylvanica,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Leersia virginica,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Crataegus coccinea,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Malus pumila,,2,5,Malus pumila
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Crataegus crus-galli,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Quercus macrocarpa,,2,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum sagittatum,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lonicera maackii,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carya cordiformis,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Toxicodendron radicans,,2,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Parthenocissus quinquefolia,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carex stipata,,2,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum virginianum,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Torilis arvensis,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Glyceria striata,,2,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Cornus racemosa,,2,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Typha latifolia,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Poa sp.,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Aesculus glabra,,7,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polystichum acrostichoides,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Juglans nigra,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Onoclea sensibilis,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ligustrum vulgare,,7,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Boehmeria cylindrica,,7,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Acer negundo,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Pilea pumila,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum virginianum,,7,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Acorus calamus,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Vitis riparia,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Malus sieboldi,,7,4,Malus sieboldi
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Typha x glauca,,3,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solidago patula,,2,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Leersia oryzoides,,2,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Impatiens capensis,,2,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Pilea pumila,,2,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Glyceria striata,,7,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carpinus caroliniana,,7,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carya cordiformis,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lindera benzoin,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Symplocarpus foetidus,,7,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum arifolium,,6,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Impatiens capensis,,7,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solidago gigantea,,7,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Circaea lutetiana,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Galium triflorum,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Celastrus orbiculatus,,6,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Dioscorea villosa,,7,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Dryopteris carthusiana,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Vitis riparia,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Rubus occidentalis,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Cornus racemosa,,7,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Fraxinus pennsylvanica,,7,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Toxicodendron radicans,,7,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Euonymus alatus,,7,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Parthenocissus quinquefolia,,7,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lonicera morrowii,,7,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum sagittatum,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Vitis riparia,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Glyceria striata,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Chelone glabra,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solanum dulcamara,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Leersia oryzoides,,6,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Impatiens capensis,,6,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Pilea pumila,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Geum canadense,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Symplocarpus foetidus,,6,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Glechoma hederacea,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Acorus calamus,,6,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Boehmeria cylindrica,,6,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Crataegus crus-galli,,3,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Boehmeria cylindrica,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Hackelia virginiana,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Celastrus orbiculatus,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Rhamnus frangula,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Typha x glauca,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Leersia oryzoides,,3,7,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carya cordiformis,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Oxalis stricta,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum virginianum,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carex amphibola,,6,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Viburnum dentatum,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Circaea lutetiana,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Toxicodendron radicans,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Moss sp. 1,,6,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Hydrophyllum virginianum,,6,2,Hydrophyllum virginianum
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Verbesina alternifolia,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carex granularis,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Onoclea sensibilis,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ostrya virginiana,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Malus sieboldi,,6,3,Malus sieboldi
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Poa sp.,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Symphyotrichum lateriflorum,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ranunculus pensylvanicus,,6,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Onoclea sensibilis,,6,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Acorus calamus,,3,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Glyceria striata,,3,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solidago rugosa,,3,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solidago patula,,3,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Impatiens capensis,,3,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Symplocarpus foetidus,,3,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Malus sieboldi,,3,5,Malus sieboldi
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ligustrum vulgare,,3,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Glechoma hederacea,,3,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Malus pumila,,3,5,Malus pumila
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ranunculus sp.,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Scutellaria lateriflora,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Alliaria petiolata,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Hackelia virginiana,,2,2,Arctium?  Tomentose.
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Solidago rugosa,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Viburnum dentatum,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lonicera japonica,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ligustrum vulgare,,6,6,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum arifolium,,3,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carya cordiformis,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Polygonum virginianum,,3,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Viburnum opulus var. opulus,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Ulmus americana,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Quercus imbricaria,,3,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Lonicera morrowii,,3,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Cornus racemosa,,3,4,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Fraxinus pennsylvanica,,3,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Quercus macrocarpa,,3,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Pilea pumila,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Alliaria petiolata,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Rosa multiflora,,3,3,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Carex amphibola,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Fragaria virginiana,,2,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Geum canadense,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Circaea lutetiana,,3,2,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Parthenocissus quinquefolia,,3,5,
CUVAWetlnd2023Aug25,CUVAWetlnd135,365BM6,Viburnum dentatum,,3,2,
