VIBI_Woody_ID,EventID,LocationID,FeatureID,Module_No,Scientific_Name,DiamID,Count
846,CUVAWetlnd2008Sep24,CUVAWetlnd142,970PV,10,Acer rubrum,C4,3
847,CUVAWetlnd2008Sep24,CUVAWetlnd142,970PV,10,Acer rubrum,C5,1
848,CUVAWetlnd2008Sep24,CUVAWetlnd142,970PV,4,Standing dead,C2,2
849,CUVAWetlnd2008Aug27,CUVAWetlnd143,1043,3,Ulmus americana,C5,1
850,CUVAWetlnd2008Aug27,CUVAWetlnd143,1043,5,Ulmus americana,C4,1
851,CUVAWetlnd2008Aug27,CUVAWetlnd143,1043,9,Fraxinus pennsylvanica,C3,3
852,CUVAWetlnd2008Aug27,CUVAWetlnd143,1043,10,Fraxinus pennsylvanica,C4,3
853,CUVAWetlnd2008Aug27,CUVAWetlnd143,1043,10,Fraxinus pennsylvanica,C5,2
854,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,1,Salix nigra,C4,5
855,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,1,Salix nigra,C5,15
856,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,1,Salix exigua,C0,22
857,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,1,Salix exigua,C2,2
858,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,2,Salix exigua,C0,48
859,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,2,Salix exigua,C1,3
860,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,2,Salix exigua,C2,4
861,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,3,Salix exigua,C0,34
862,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,3,Salix exigua,C1,6
863,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,3,Salix exigua,C2,2
864,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,8,Salix exigua,C0,7
865,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,8,Salix exigua,C1,1
866,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,8,Salix exigua,C2,2
867,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,9,Salix exigua,C0,42
868,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,9,Salix exigua,C2,1
869,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,10,Salix exigua,C0,15
870,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,10,Salix exigua,C1,1
871,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,10,Salix exigua,C2,1
872,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,1,Platanus occidentalis,C0,1
873,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,2,Platanus occidentalis,C0,1
874,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,7,Salix lucida,C3,3
875,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,7,Salix lucida,C5,3
876,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,1,Salix lucida,C0,1
877,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,3,Salix lucida,C4,1
878,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,4,Salix lucida,C5,1
879,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,4,Salix lucida,C6,1
880,CUVAWetlnd2008Jul30,CUVAWetlnd144,1047,4,Salix candida,C0,1
881,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,1,Acer negundo,C6,1
882,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,2,Acer negundo,C5,1
883,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,2,Acer negundo,C7,1
884,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,2,Acer negundo,C8,2
885,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,2,Acer negundo,BIG,1
886,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,3,Acer negundo,C7,1
887,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,3,Acer negundo,C9,1
888,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,5,Acer negundo,C5,2
889,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,5,Acer negundo,C7,1
890,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,5,Acer negundo,C8,1
891,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,8,Acer negundo,C4,1
892,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,8,Acer negundo,C5,1
893,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,8,Acer negundo,C7,2
894,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,8,Acer negundo,C8,1
895,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,9,Acer negundo,C6,2
896,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,9,Acer negundo,C7,1
897,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,9,Acer negundo,C8,1
898,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,10,Acer negundo,C4,1
899,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,10,Acer negundo,C6,1
900,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,10,Acer negundo,C8,1
901,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,2,Populus deltoides,BIG,1
902,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,3,Populus deltoides,C10,1
903,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,3,Populus deltoides,BIG,2
904,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,4,Populus deltoides,C8,1
905,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,6,Populus deltoides,C10,1
906,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,6,Populus deltoides,BIG,1
907,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,7,Populus deltoides,C10,1
908,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,7,Populus deltoides,BIG,3
909,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,10,Populus deltoides,BIG,2
910,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,10,Ulmus americana,C4,1
911,CUVAWetlnd2008Sep17,CUVAWetlnd145,1049,10,Carya cordiformis,C9,1
912,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Cornus racemosa,C0,2
913,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Cornus racemosa,C1,7
914,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Malus baccata,C1,1
915,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Malus baccata,C2,2
916,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,3,Malus baccata,C0,3
917,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,3,Malus baccata,C1,5
918,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,3,Malus baccata,C2,1
919,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Rosa multiflora,C0,5
920,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,3,Rosa multiflora,C0,1
921,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Ligustrum vulgare,C0,2
922,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Viburnum recognitum,C0,4
923,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Viburnum recognitum,C1,13
924,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,3,Viburnum recognitum,C0,13
925,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,3,Viburnum recognitum,C1,16
926,CUVAWetlnd2009Aug05,CUVAWetlnd129,242VK1,2,Lindera benzoin,C0,1
927,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,1,Carya cordiformis,C2,1
928,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Carya cordiformis,C4,1
929,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Carya cordiformis,C3,2
930,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Carya cordiformis,C5,1
931,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Carya cordiformis,C6,1
932,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,1,Lindera benzoin,C1,1
933,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Lindera benzoin,C0,1
934,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Lindera benzoin,C1,4
935,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Lindera benzoin,C0,2
936,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Lindera benzoin,C1,8
937,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Lindera benzoin,C2,2
938,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Lindera benzoin,C0,3
939,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Lindera benzoin,C1,6
940,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Lindera benzoin,C2,3
941,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Lindera benzoin,C0,6
942,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Lindera benzoin,C1,6
943,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Lindera benzoin,C2,2
944,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Lindera benzoin,C0,13
945,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Lindera benzoin,C1,1
946,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Lindera benzoin,C0,10
947,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Lindera benzoin,C1,1
948,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Lindera benzoin,C0,2
949,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Lindera benzoin,C1,1
950,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Lindera benzoin,C0,6
951,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Lindera benzoin,C0,10
952,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Lindera benzoin,C1,2
953,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Lonicera morrowii,C0,1
954,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Lonicera morrowii,C0,1
955,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Lonicera morrowii,C0,2
956,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Lonicera morrowii,C1,1
957,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Lonicera morrowii,C0,1
958,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Acer saccharum,C2,1
959,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Acer saccharum,C3,3
960,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Acer saccharum,C1,1
961,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Acer saccharum,C2,2
962,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Acer saccharum,C3,1
963,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Acer saccharum,C2,2
964,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Acer saccharum,C3,1
965,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Acer saccharum,C4,1
966,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Acer saccharum,C1,1
967,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Acer saccharum,C4,1
968,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Acer saccharum,C1,6
969,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Acer saccharum,C2,7
970,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Acer saccharum,C3,4
971,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Acer saccharum,C4,3
972,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Carpinus caroliniana,C0,2
973,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Carpinus caroliniana,C1,10
974,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Carpinus caroliniana,C2,2
975,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Carpinus caroliniana,C3,2
976,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Carpinus caroliniana,C3,1
977,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Rosa multiflora,C0,7
978,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Rosa multiflora,C0,8
979,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Rosa multiflora,C0,13
980,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Rosa multiflora,C1,1
981,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Rosa multiflora,C0,3
982,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Rosa multiflora,C1,4
983,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Rosa multiflora,C0,5
984,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Rosa multiflora,C1,1
985,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Rosa multiflora,C1,1
986,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Rosa multiflora,C0,7
987,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Rosa multiflora,C0,14
988,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Rosa multiflora,C0,6
989,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Catalpa speciosa,C2,1
990,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Ulmus rubra,C4,9
991,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Ulmus rubra,C5,6
992,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Ulmus rubra,C3,1
993,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Ulmus rubra,C4,1
994,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Ulmus rubra,C3,1
995,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Ulmus rubra,C4,1
996,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Ulmus rubra,C2,3
997,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Ulmus rubra,C3,1
998,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Ulmus rubra,C4,4
999,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Ulmus rubra,C2,1
1000,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Ulmus rubra,C1,4
1001,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Juglans nigra,C5,1
1002,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Juglans nigra,C6,1
1003,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,3,Juglans nigra,C7,2
1004,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Juglans nigra,C6,1
1005,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Juglans nigra,C6,1
1006,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Aesculus glabra,C1,6
1007,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Aesculus glabra,C2,3
1008,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Aesculus glabra,C0,1
1009,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Aesculus glabra,C1,3
1010,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Aesculus glabra,C3,1
1011,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Aesculus glabra,C4,1
1012,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Aesculus glabra,C1,2
1013,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Aesculus glabra,C4,2
1014,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Aesculus glabra,C0,1
1015,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Aesculus glabra,C1,6
1016,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Aesculus glabra,C4,1
1017,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Aesculus glabra,C3,1
1018,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Crataegus punctata,C1,1
1019,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,4,Crataegus punctata,C2,1
1020,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Crataegus punctata,C1,1
1021,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,5,Crataegus punctata,C3,6
1022,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Crataegus punctata,C1,2
1023,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Crataegus punctata,C2,1
1024,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Crataegus punctata,C3,4
1025,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Crataegus punctata,C0,1
1026,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Crataegus punctata,C1,2
1027,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Crataegus punctata,C2,10
1028,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,7,Crataegus punctata,C3,2
1029,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Crataegus punctata,C3,1
1030,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Crataegus punctata,C1,4
1031,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Crataegus punctata,C2,2
1032,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Ligustrum vulgare,C1,1
1033,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,6,Ligustrum vulgare,C3,1
1034,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Ligustrum vulgare,C0,3
1035,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Platanus occidentalis,C1,50
1036,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Platanus occidentalis,C1,1
1037,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Platanus occidentalis,C8,1
1038,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Populus tremuloides,C1,1
1039,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Populus tremuloides,C1,1
1040,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,8,Fraxinus pennsylvanica,C1,2
1041,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Fraxinus pennsylvanica,C1,4
1042,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Fraxinus pennsylvanica,C1,6
1043,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Salix sp.,C0,5
1044,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Salix sp.,C1,3
1045,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Acer rubrum,C1,1
1046,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,10,Viburnum opulus var. opulus,C0,1
1047,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,9,Carya cordiformis,C1,1
1048,CUVAWetlnd2009Jul21,CUVAWetlnd130,242VK2,2,Carpinus caroliniana,C1,1
1049,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),1,Carpinus caroliniana,C2,5
1050,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),3,Carpinus caroliniana,C2,5
1051,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),1,Ribes americanum,C0,25
1052,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),2,Ribes americanum,C0,15
1053,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Ribes americanum,C1,15
1054,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),1,Salix discolor,C0,45
1055,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),2,Salix discolor,C1,45
1056,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Salix discolor,C1,10
1057,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),2,Cornus amomum,C1,5
1058,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),3,Cornus amomum,C0,25
1059,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),3,Cornus amomum,C1,80
1060,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Cornus amomum,C0,20
1061,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Cornus amomum,C1,95
1062,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Salix nigra,C2,10
1063,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Salix nigra,C3,5
1064,CUVAWetlnd2009Aug12,CUVAWetlnd127,241K (VK3),4,Salix nigra,C4,5
1065,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,1,Cornus amomum,C0,21
1066,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,1,Cornus amomum,C1,14
1067,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Cornus amomum,C0,15
1068,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Cornus amomum,C1,14
1069,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Cornus amomum,C0,25
1070,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Cornus amomum,C1,20
1071,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,1,Salix exigua,C0,1
1072,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,1,Salix exigua,C1,1
1073,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Viburnum recognitum,C0,22
1074,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Viburnum recognitum,C1,14
1075,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Viburnum recognitum,C0,5
1076,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Viburnum recognitum,C1,2
1077,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,1,Sambucus canadensis,C1,2
1078,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Sambucus canadensis,C1,1
1079,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Sambucus canadensis,C1,5
1080,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Rosa multiflora,C0,3
1081,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Rosa multiflora,C1,1
1082,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Rosa multiflora,C0,1
1083,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Rosa multiflora,C1,2
1084,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Lonicera tatarica,C0,1
1085,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Lonicera tatarica,C1,1
1086,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,2,Rhamnus frangula,C2,2
1087,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Lonicera morrowii,C0,4
1088,CUVAWetlnd2009Aug05,CUVAWetlnd128,241VK4,3,Lonicera morrowii,C2,1
1089,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Salix exigua,C0,30
1090,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Salix exigua,C1,101
1091,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Salix exigua,C2,8
1092,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Salix exigua,C0,6
1093,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Salix exigua,C1,93
1094,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Salix exigua,C0,6
1095,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Salix exigua,C1,66
1096,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Salix exigua,C2,5
1097,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Salix exigua,C3,1
1098,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Salix exigua,C0,28
1099,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Salix exigua,C1,109
1100,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Salix exigua,C2,41
1101,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Salix exigua,C3,1
1102,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Rosa multiflora,C0,5
1103,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Rosa multiflora,C1,5
1104,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Rosa multiflora,C2,1
1105,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Rosa multiflora,C1,2
1106,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Rosa multiflora,C1,5
1107,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Rosa multiflora,C1,8
1108,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Cornus amomum,C0,1
1109,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Cornus amomum,C1,24
1110,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Cornus amomum,C2,2
1111,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Cornus amomum,C1,16
1112,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Cornus amomum,C2,3
1113,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Cornus amomum,C0,3
1114,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Cornus amomum,C1,29
1115,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Cornus amomum,C2,4
1116,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Cornus amomum,C1,55
1117,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Ligustrum vulgare,C0,1
1118,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,1,Ligustrum vulgare,C1,11
1119,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Ligustrum vulgare,C1,1
1120,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,3,Ligustrum vulgare,C2,2
1121,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Ligustrum vulgare,C0,1
1122,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Ligustrum vulgare,C1,2
1123,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Viburnum recognitum,C1,1
1124,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,4,Viburnum recognitum,C0,3
1125,CUVAWetlnd2011Jul11,CUVAWetlnd131,365BM2,2,Fraxinus pennsylvanica,C1,1
