MyDate,Time,Park,Site,Code,Cover,Notes,Creator,CreationDate,EditDate,x,y
6/6/2024,9:48,CUVA,CUVA_InvPla_27,LOMA6,6,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
6/6/2024,9:48,CUVA,CUVA_InvPla_27,LYNU,3,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
6/6/2024,9:48,CUVA,CUVA_InvPla_27,ALPE4,3,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
6/6/2024,9:48,CUVA,CUVA_InvPla_27,GLHE2,2,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
6/6/2024,9:48,CUVA,CUVA_InvPla_27,LIVU,2,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
6/6/2024,9:48,CUVA,CUVA_InvPla_27,DACA6,1,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
6/6/2024,9:48,CUVA,CUVA_InvPla_27,LOJA,2,,SBingham@nps.gov_nps,50:30.0,50:30.0,-81.6193778,41.36906993
5/30/2024,16:26,CUVA,CUVA_InvPla_220,ALPE4,4,,dmarcum@nps.gov_nps,26:54.3,26:54.3,-81.51790846,41.23239435
5/30/2024,16:26,CUVA,CUVA_InvPla_220,MIVI,4,,dmarcum@nps.gov_nps,26:54.3,26:54.3,-81.51790846,41.23239435
5/30/2024,16:26,CUVA,CUVA_InvPla_220,BETH,4,,dmarcum@nps.gov_nps,26:54.3,26:54.3,-81.51790846,41.23239435
5/30/2024,16:26,CUVA,CUVA_InvPla_220,PHAR3,4,,dmarcum@nps.gov_nps,26:54.3,26:54.3,-81.51790846,41.23239435
6/27/2024,8:48,CUVA,CUVA_InvPla_164,ROMU,5,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,BETH,4,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,MIVI,5,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,LIVU,1,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,ALPE4,4,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,GLHE2,3,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,ALPE4,4,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,GLHE2,3,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,LOMA6,2,,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
6/27/2024,8:48,CUVA,CUVA_InvPla_164,HEMA3,1,0asses through someone’s home.  Mowed path through woods,SBingham@nps.gov_nps,53:57.0,53:57.0,-81.51795956,41.23241608
5/28/2024,14:44,CUVA,CUVA_InvPla_7,POPR,2,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,PHAR3,5,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,ROMU,3,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,CIAR4,3,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,SCAR7,2,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,ELUM,5,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,LYNU,2,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,LOMA6,2,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,RUCR,1,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,POCU6,2,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
5/28/2024,14:44,CUVA,CUVA_InvPla_7,MYSC,1,,dmarcum@nps.gov_nps,46:49.3,46:49.3,-81.51784602,41.23241799
6/27/2024,8:57,CUVA,CUVA_InvPla_84,ROMU,5,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,LIVU,5,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,LOMA6,4,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,SCAR7,3,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,TORI-H,2,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,BROM-H,3,Sterilis?,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,LYNU,2,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,RUCR,2,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,CIAR4,2,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,DIFU2,3,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,FRAL4,5,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,CIVU,1,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,DACA6,1,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,HOLA,4,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,LOMO2,2,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
6/27/2024,8:57,CUVA,CUVA_InvPla_84,PHAR3,3,,SBingham@nps.gov_nps,02:32.1,02:32.1,-81.51797634,41.23244279
5/31/2024,13:50,CUVA,CUVA_InvPla_369,LOMA6,2,,SBingham@nps.gov_nps,51:19.8,51:19.8,-81.56100188,41.27003584
5/31/2024,13:50,CUVA,CUVA_InvPla_369,ROMU,3,,SBingham@nps.gov_nps,51:19.8,51:19.8,-81.56100188,41.27003584
5/31/2024,13:50,CUVA,CUVA_InvPla_369,GLHE2,3,,SBingham@nps.gov_nps,51:19.8,51:19.8,-81.56100188,41.27003584
5/31/2024,13:50,CUVA,CUVA_InvPla_369,HEMA3,1, Small segment by Farmfield,SBingham@nps.gov_nps,51:19.8,51:19.8,-81.56100188,41.27003584
5/31/2024,12:16,CUVA,CUVA_InvPla_391,BETH,3,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,MIVI,5,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,ROMU,5,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,SCAR7,3,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,LOMA6,4,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,ELUM,5,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,HOLA,3,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,LIVU,2,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,PHAR3,5,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,TORI-H,2,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,POPR,5,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,SEVA4,3,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/31/2024,12:16,CUVA,CUVA_InvPla_391,FRAL4,2,,SBingham@nps.gov_nps,19:29.4,19:29.4,-81.55419597,41.27010906
5/28/2024,14:21,CUVA,CUVA_InvPla_2,ELUM,5,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,POPR,5,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,SCAR7,4,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,ROMU,5,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,LIVU,3,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,DIFU2,1,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,IRPS,3,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,LOMA6,4,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,FRAL4,1,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,PHAU7,6,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,TYGL,4,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,LYSA2,2,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
5/28/2024,14:21,CUVA,CUVA_InvPla_2,LOJA,2,,dmarcum@nps.gov_nps,30:43.3,30:43.3,-81.51790653,41.23245071
6/4/2024,11:08,CUVA,CUVA_InvPla_329,ROMU,5,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,RUCR,2,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,CIAR4,2,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,HOLA,4,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,DIFU2,1,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,SCAR7,5,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,ELUM,4,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,LOMA6,3,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,FRAL4,4,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,POPR,3,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,LIVU,3,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,PYCA80,2,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,11:08,CUVA,CUVA_InvPla_329,LYNU,2,,dmarcum@nps.gov_nps,11:06.2,11:06.2,-81.51789788,41.23241954
6/4/2024,9:02,CUVA,CUVA_InvPla_319,ROMU,5,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,LYNU,2,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,MIVI,5,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,ALPE4,3,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,BETH,2,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,ELUM,2,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,PHAR3,2,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,9:02,CUVA,CUVA_InvPla_319,POAL7,1,,SBingham@nps.gov_nps,04:35.4,04:35.4,-81.57783573,41.27249838
6/4/2024,11:47,CUVA,CUVA_InvPla_300,ROMU,4,,SBingham@nps.gov_nps,48:36.2,48:36.2,-81.57796847,41.27761993
6/4/2024,11:47,CUVA,CUVA_InvPla_300,BETH,2,,SBingham@nps.gov_nps,48:36.2,48:36.2,-81.57796847,41.27761993
6/4/2024,11:47,CUVA,CUVA_InvPla_300,MIVI,3,,SBingham@nps.gov_nps,48:36.2,48:36.2,-81.57796847,41.27761993
6/4/2024,11:47,CUVA,CUVA_InvPla_300,ALPE4,5,,SBingham@nps.gov_nps,48:36.2,48:36.2,-81.57796847,41.27761993
5/28/2024,14:30,CUVA,CUVA_InvPla_1,ELUM,4,,dmarcum@nps.gov_nps,31:53.2,31:53.2,-81.51786726,41.23246397
5/28/2024,14:30,CUVA,CUVA_InvPla_1,ROMU,2,,dmarcum@nps.gov_nps,31:53.2,31:53.2,-81.51786726,41.23246397
5/28/2024,14:30,CUVA,CUVA_InvPla_1,LOMA6,3,,dmarcum@nps.gov_nps,31:53.2,31:53.2,-81.51786726,41.23246397
5/28/2024,14:30,CUVA,CUVA_InvPla_1,PHAU7,1,,dmarcum@nps.gov_nps,31:53.2,31:53.2,-81.51786726,41.23246397
5/28/2024,14:30,CUVA,CUVA_InvPla_1,ALPE4,3,,dmarcum@nps.gov_nps,31:53.2,31:53.2,-81.51786726,41.23246397
5/31/2024,15:52,CUVA,CUVA_InvPla_389,ROMU,5,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,BETH,5,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,PHAR3,5,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,CIAR4,1,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,LYNU,3,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,ELUM,3,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,HEMA3,2,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,MIVI,2,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,LYNU,3,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,IRPS,3,,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/31/2024,15:52,CUVA,CUVA_InvPla_389,ACPL,4,Voucher,SBingham@nps.gov_nps,55:46.4,55:46.4,-81.81863462,41.18503865
5/30/2024,12:26,CUVA,CUVA_InvPla_190,ROMU,4,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,ALPE4,2,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,LOMA6,5,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,BETH,2,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,VIMI2,5,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,ELUM,2,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,SCAR7,4,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,LOTA,4,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,POPR,3,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,FRAL4,4,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,EUAL13,2,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,LIVU,3,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,MYSC,3,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,LOJA,4,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
5/30/2024,12:26,CUVA,CUVA_InvPla_190,MIVI,3,,SBingham@nps.gov_nps,29:51.2,29:51.2,-81.58166333,41.32093942
6/6/2024,11:06,CUVA,CUVA_InvPla_32,LOMO2,4,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,CIAR4,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,SEVA4,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,POPR,5,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,ELRE4,4,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,HOLA,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,LIVU,5,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,FRAL4,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,ROMU,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,VETH,2,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,TORI-H,2,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,LOMA6,5,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,MIVI,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,HEMA3,2,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,ALPE4,2,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/6/2024,11:06,CUVA,CUVA_InvPla_32,POCU6,3,,SBingham@nps.gov_nps,09:17.3,10:35.6,-81.61404048,41.36801632
6/3/2024,15:50,CUVA,CUVA_InvPla_394,HEMA3,1,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,ALPE4,2,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,LOMA6,1,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,ROMU,5,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,BETH,5,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,LIVU,1,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,MIVI,5,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,15:50,CUVA,CUVA_InvPla_394,PHAR3,1,,dmarcum@nps.gov_nps,51:42.0,51:42.0,-81.51790141,41.23246903
6/3/2024,12:46,CUVA,CUVA_InvPla_325,SCAR7,5,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,PHAR3,4,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,CIAR4,4,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,HOLA,2,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,DACA6,2,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,BROM-H,4,Unknown check out,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,SEVA4,5,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,PHAU7,3,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,POPR,6,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,ELRE4,3,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,DIFU2,3,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,ELUM,2,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,ROMU,2,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,LIVU,2,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,BETH,2,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,VIMA,4,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/3/2024,12:46,CUVA,CUVA_InvPla_325,HEFU,3,,SBingham@nps.gov_nps,50:50.1,23:11.2,-81.55555485,41.28954092
6/27/2024,16:11,CUVA,CUVA_InvPla_140,ROMU,4,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,BETH,4,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,LOMA6,5,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,ALPE4,5,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,SCAR7,4,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,MIVI,4,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,HEMA3,2,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
6/27/2024,16:11,CUVA,CUVA_InvPla_140,CIAR4,4,,dmarcum@nps.gov_nps,15:22.4,15:22.4,-81.51800504,41.23245089
