EventID,LocationID,FeatureID,Module_No,Scientific_Name,DiamID,Count
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Lindera benzoin,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Ulmus americana,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Viburnum dentatum,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Salix discolor,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Salix discolor,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Ligustrum vulgare,C0,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Ligustrum vulgare,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Ligustrum vulgare,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Rosa multiflora,C0,15
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Rosa multiflora,C1,10
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Rosa multiflora,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Lindera benzoin,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Standing dead,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Standing dead,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Standing dead,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Platanus occidentalis,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Platanus occidentalis,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Platanus occidentalis,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Platanus occidentalis,C3,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Platanus occidentalis,C4,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Fraxinus pennsylvanica,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Fraxinus pennsylvanica,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Elaeagnus umbellata,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Elaeagnus umbellata,C3,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Quercus palustris,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Ulmus americana,C1,6
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Ulmus americana,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Salix nigra,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,9,Salix nigra,C5,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Lonicera morrowii,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,8,Spiraea alba,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Rhamnus frangula,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Viburnum opulus var. opulus,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Viburnum opulus var. opulus,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix exigua,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix exigua,C1,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix exigua,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Platanus occidentalis,C2,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Platanus occidentalis,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Platanus occidentalis,C4,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Parthenocissus quinquefolia,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Rosa multiflora,C0,20
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Rosa multiflora,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Rosa multiflora,C2,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Standing dead,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Standing dead,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Standing dead,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Standing dead,C7,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Standing dead,C10,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Standing dead,Big,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix discolor,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix discolor,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Lonicera maackii,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Lonicera maackii,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Lonicera morrowii,C0,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Carpinus caroliniana,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Carpinus caroliniana,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Lindera benzoin,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Lindera benzoin,C1,3
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Ligustrum vulgare,C0,5
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Ligustrum vulgare,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Fraxinus pennsylvanica,C1,18
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Fraxinus pennsylvanica,C2,4
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Fraxinus pennsylvanica,C3,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Ulmus americana,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Ulmus americana,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix nigra,C0,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix nigra,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Salix nigra,C4,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Crataegus punctata,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Vitis riparia,C1,7
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Viburnum recognitum,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Cornus racemosa,C0,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Cornus racemosa,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Cornus racemosa,C2,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Crataegus sp.,C1,1
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Fagus grandifolia,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Malus toringo,C3,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,10,Pyrus sp.,C1,2
CUVAWetlnd2023Jul13,CUVAWetlnd130,242VK2,4,Salix nigra,C3,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Salix exigua,C0,25
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Salix exigua,C1,29
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Salix exigua,C2,35
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Cornus obliqua,C0,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Cornus obliqua,C1,16
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Cornus obliqua,C2,6
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Viburnum dentatum,C0,12
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Viburnum dentatum,C1,13
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Standing dead,C0,7
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Standing dead,C1,17
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Standing dead,C2,10
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Salix discolor,C0,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Salix discolor,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Viburnum opulus var. opulus,C0,5
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Viburnum opulus var. opulus,C1,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Lonicera tatarica,C0,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Rhamnus frangula,C1,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Rhamnus frangula,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Ligustrum vulgare,C0,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Ligustrum vulgare,C1,5
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Ligustrum vulgare,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Lindera benzoin,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Lindera benzoin,C1,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Rosa multiflora,C0,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Rosa multiflora,C1,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Rosa multiflora,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Malus toringo,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Malus toringo,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,1,Vitis riparia,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Salix exigua,C0,39
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Salix exigua,C1,18
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Salix exigua,C2,22
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Salix discolor,C0,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Salix discolor,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Standing dead,C0,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Standing dead,C1,5
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Standing dead,C2,7
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Cornus obliqua,C0,9
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Cornus obliqua,C1,11
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Cornus obliqua,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Viburnum dentatum,C0,6
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Viburnum dentatum,C1,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Rosa multiflora,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Salix caroliniana,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Rhamnus frangula,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Ribes americanum,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,2,Ribes americanum,C1,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix exigua,C0,20
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix exigua,C1,35
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix exigua,C2,16
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Cornus obliqua,C0,10
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Cornus obliqua,C1,20
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix discolor,C2,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Rosa multiflora,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Rosa multiflora,C1,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Rosa multiflora,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Standing dead,C0,11
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Standing dead,C1,9
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Standing dead,C2,8
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Ligustrum vulgare,C0,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Ligustrum vulgare,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Ligustrum vulgare,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Viburnum dentatum,C0,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Viburnum dentatum,C1,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Lonicera maackii,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix nigra,C7,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix nigra,C8,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Salix nigra,Big,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Lonicera morrowii,C0,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Lonicera morrowii,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,3,Toxicodendron radicans,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Salix exigua,C0,25
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Salix exigua,C1,22
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Salix exigua,C2,45
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Salix exigua,C3,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Cornus obliqua,C0,10
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Cornus obliqua,C1,44
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Cornus obliqua,C2,5
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Standing dead,C0,17
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Standing dead,C1,11
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Standing dead,C2,20
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Standing dead,C3,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Viburnum dentatum,C0,8
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Viburnum dentatum,C1,11
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Viburnum dentatum,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Rosa multiflora,C0,3
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Rosa multiflora,C1,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Rosa multiflora,C2,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Lonicera morrowii,C0,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Lonicera morrowii,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Ligustrum vulgare,C0,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Ligustrum vulgare,C1,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Ligustrum vulgare,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Viburnum opulus var. opulus,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Viburnum opulus var. opulus,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Viburnum opulus var. opulus,C2,2
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Malus toringo,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Parthenocissus quinquefolia,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Toxicodendron radicans,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Rhamnus frangula,C1,4
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Lindera benzoin,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,4,Platanus occidentalis,C1,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,6,Malus toringo,C0,1
CUVAWetlnd2023Aug25,CUVAWetlnd131,365BM2,6,Malus toringo,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,1,Cephalanthus occidentalis,C0,16
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,1,Cephalanthus occidentalis,C3,7
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,1,Standing dead,C3,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Cephalanthus occidentalis,C0,30
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Cephalanthus occidentalis,C2,7
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Cephalanthus occidentalis,C3,7
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Cornus obliqua,C1,11
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Cornus obliqua,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Toxicodendron radicans,C1,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Lindera benzoin,C0,5
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Lindera benzoin,C1,4
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Lindera benzoin,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Fraxinus pennsylvanica,C1,8
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Fraxinus pennsylvanica,C2,4
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Fraxinus pennsylvanica,C3,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Standing dead,C0,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Standing dead,C5,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Platanus occidentalis,C3,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Platanus occidentalis,C8,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Rosa multiflora,C0,4
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Rosa multiflora,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Ligustrum vulgare,C0,4
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Ligustrum vulgare,C1,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,2,Ligustrum vulgare,C2,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Fraxinus pennsylvanica,C0,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Fraxinus pennsylvanica,C1,10
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Fraxinus pennsylvanica,C3,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Fraxinus pennsylvanica,C8,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Lindera benzoin,C0,10
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Lindera benzoin,C2,4
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Lindera benzoin,C3,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Salix nigra,C0,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Salix nigra,C3,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Salix nigra,C4,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Malus toringo,C0,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Malus toringo,C2,3
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Malus toringo,C3,3
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Ligustrum vulgare,C0,5
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Ligustrum vulgare,C3,3
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Cornus obliqua,C0,10
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Cornus obliqua,C1,9
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Cornus obliqua,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Cornus obliqua,C3,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Rosa multiflora,C0,11
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Rosa multiflora,C2,3
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Standing dead,C1,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Standing dead,C8,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Celastrus orbiculatus,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Acer rubrum,C1,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,3,Vitis riparia,C1,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cephalanthus occidentalis,C0,20
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cephalanthus occidentalis,C1,3
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cephalanthus occidentalis,C2,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cephalanthus occidentalis,C3,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Salix nigra,C4,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Salix nigra,C5,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Fraxinus pennsylvanica,C1,5
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Fraxinus pennsylvanica,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Fraxinus pennsylvanica,C9,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cornus obliqua,C0,3
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cornus obliqua,C1,8
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Cornus obliqua,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Lindera benzoin,C0,8
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Toxicodendron radicans,C1,2
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Standing dead,C2,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Malus toringo,C3,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Ulmus americana,C1,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Ulmus americana,C3,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Rosa multiflora,C0,8
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Vitis riparia,C1,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Ligustrum vulgare,C0,1
CUVAWetlnd2023Sep06,CUVAWetlnd132,365BM3,4,Salix discolor,C0,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,1,Platanus occidentalis,C2,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,1,Platanus occidentalis,C5,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,1,Platanus occidentalis,C6,3
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,1,Platanus occidentalis,C8,4
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,1,Platanus occidentalis,C9,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,1,Standing dead,C3,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C0,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C3,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C5,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C6,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C7,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C8,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C9,5
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Platanus occidentalis,C10,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,2,Standing dead,C6,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Platanus occidentalis,C5,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Platanus occidentalis,C8,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Platanus occidentalis,C9,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Platanus occidentalis,C10,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Cornus obliqua,C0,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Cornus obliqua,C2,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Ligustrum vulgare,C0,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Ligustrum vulgare,C2,2
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Fraxinus pennsylvanica,C1,1
CUVAWetlnd2023Sep07,CUVAWetlnd133,365BM4,3,Fraxinus pennsylvanica,C2,2
