VIBI_Herb_ID,EventID,LocationID,Species,ModNo,CovCode
2379,CUVAWetlnd2008Aug27,CUVAWetlnd143,Ulmus americana,3,1
2380,CUVAWetlnd2008Aug27,CUVAWetlnd143,Leersia oryzoides,3,1
2381,CUVAWetlnd2008Aug27,CUVAWetlnd143,Phalaris arundinacea,8,8
2382,CUVAWetlnd2008Aug27,CUVAWetlnd143,Impatiens capensis,8,1
2383,CUVAWetlnd2008Aug27,CUVAWetlnd143,Agrostis stolonifera,8,1
2384,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex cristatella,8,2
2385,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex lurida,8,2
2386,CUVAWetlnd2008Aug27,CUVAWetlnd143,Polygonum sagittatum,8,3
2387,CUVAWetlnd2008Aug27,CUVAWetlnd143,Fraxinus pennsylvanica,8,2
2388,CUVAWetlnd2008Aug27,CUVAWetlnd143,Polygonum hydropiper,8,3
2389,CUVAWetlnd2008Aug27,CUVAWetlnd143,Ligustrum vulgare,8,1
2390,CUVAWetlnd2008Aug27,CUVAWetlnd143,Leersia oryzoides,8,4
2391,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex stipata,8,2
2392,CUVAWetlnd2008Aug27,CUVAWetlnd143,Heracleum lanatum,8,2
2393,CUVAWetlnd2008Aug27,CUVAWetlnd143,Aster lateriflorus,8,2
2394,CUVAWetlnd2008Aug27,CUVAWetlnd143,Phleum pratense,8,1
2395,CUVAWetlnd2008Aug27,CUVAWetlnd143,Apocynum cannabinum,8,1
2396,CUVAWetlnd2008Aug27,CUVAWetlnd143,Rosa multiflora,8,1
2397,CUVAWetlnd2008Aug27,CUVAWetlnd143,Aster sp.,8,1
2398,CUVAWetlnd2008Aug27,CUVAWetlnd143,Elytrigia repens,8,2
2399,CUVAWetlnd2008Aug27,CUVAWetlnd143,Poa palustris,8,2
2400,CUVAWetlnd2008Aug27,CUVAWetlnd143,Epilobium coloratum,8,1
2401,CUVAWetlnd2008Aug27,CUVAWetlnd143,Agrostis gigantea,8,4
2402,CUVAWetlnd2008Aug27,CUVAWetlnd143,Crataegus sp.,8,1
2403,CUVAWetlnd2008Aug27,CUVAWetlnd143,Erechtites hieracifolia,8,2
2404,CUVAWetlnd2008Aug27,CUVAWetlnd143,Elymus virginicus,8,2
2405,CUVAWetlnd2008Aug27,CUVAWetlnd143,Scirpus cyperinus,8,2
2406,CUVAWetlnd2008Aug27,CUVAWetlnd143,Viburnum recognitum,8,1
2407,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex annectens,8,1
2408,CUVAWetlnd2008Aug27,CUVAWetlnd143,Phalaris arundinacea,9,8
2409,CUVAWetlnd2008Aug27,CUVAWetlnd143,Cirsium sp.,9,3
2410,CUVAWetlnd2008Aug27,CUVAWetlnd143,Impatiens capensis,9,3
2411,CUVAWetlnd2008Aug27,CUVAWetlnd143,Polygonum sagittatum,9,3
2412,CUVAWetlnd2008Aug27,CUVAWetlnd143,Fraxinus pennsylvanica,9,2
2413,CUVAWetlnd2008Aug27,CUVAWetlnd143,Agrostis stolonifera,9,2
2414,CUVAWetlnd2008Aug27,CUVAWetlnd143,Polygonum hydropiper,9,2
2415,CUVAWetlnd2008Aug27,CUVAWetlnd143,Alliaria petiolata,9,1
2416,CUVAWetlnd2008Aug27,CUVAWetlnd143,Leersia oryzoides,9,2
2417,CUVAWetlnd2008Aug27,CUVAWetlnd143,Aster lateriflorus,9,1
2418,CUVAWetlnd2008Aug27,CUVAWetlnd143,Rosa multiflora,9,2
2419,CUVAWetlnd2008Aug27,CUVAWetlnd143,Elytrigia repens,9,2
2420,CUVAWetlnd2008Aug27,CUVAWetlnd143,Poa palustris,9,2
2421,CUVAWetlnd2008Aug27,CUVAWetlnd143,Epilobium coloratum,9,1
2422,CUVAWetlnd2008Aug27,CUVAWetlnd143,Agrostis gigantea,9,2
2423,CUVAWetlnd2008Aug27,CUVAWetlnd143,Elymus virginicus,9,2
2424,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex annectens,9,1
2425,CUVAWetlnd2008Aug27,CUVAWetlnd143,Lysimachia nummularia,9,2
2426,CUVAWetlnd2008Aug27,CUVAWetlnd143,Onoclea sensibilis,9,3
2427,CUVAWetlnd2008Aug27,CUVAWetlnd143,Parthenocissus quinquefolia,9,1
2428,CUVAWetlnd2008Aug27,CUVAWetlnd143,Toxicodendron radicans,9,1
2429,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex cristatella,9,1
2430,CUVAWetlnd2008Aug27,CUVAWetlnd143,Carex lurida,9,2
2431,CUVAWetlnd2008Aug27,CUVAWetlnd143,Heracleum lanatum,9,3
2432,CUVAWetlnd2008Jul30,CUVAWetlnd144,Phalaris arundinacea,3,9
2433,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha x glauca,3,5
2434,CUVAWetlnd2008Jul30,CUVAWetlnd144,Lythrum salicaria,3,5
2435,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha angustifolia,3,4
2436,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix exigua,3,8
2437,CUVAWetlnd2008Jul30,CUVAWetlnd144,Iris pseudacorus,3,2
2438,CUVAWetlnd2008Jul30,CUVAWetlnd144,Impatiens capensis,3,1
2439,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix candida,3,1
2440,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha latifolia,3,1
2441,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix sp.,3,1
2442,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix sp. 2,3,1
2443,CUVAWetlnd2008Jul30,CUVAWetlnd144,Phalaris arundinacea,4,9
2444,CUVAWetlnd2008Jul30,CUVAWetlnd144,Lythrum salicaria,4,2
2445,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha angustifolia,4,4
2446,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix exigua,4,1
2447,CUVAWetlnd2008Jul30,CUVAWetlnd144,Iris pseudacorus,4,1
2448,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix lucida,4,6
2449,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha x glauca,4,7
2452,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha latifolia,4,1
2453,CUVAWetlnd2008Jul30,CUVAWetlnd144,Lythrum salicaria,7,3
2454,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha angustifolia,7,5
2455,CUVAWetlnd2008Jul30,CUVAWetlnd144,Iris pseudacorus,7,2
2456,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix lucida,7,1
2457,CUVAWetlnd2008Jul30,CUVAWetlnd144,Sparganium americanum,7,1
2458,CUVAWetlnd2008Jul30,CUVAWetlnd144,Polygonum sp.,7,1
2459,CUVAWetlnd2008Jul30,CUVAWetlnd144,Monocot sp.,7,1
2460,CUVAWetlnd2008Jul30,CUVAWetlnd144,Scirpus sp.,7,1
2461,CUVAWetlnd2008Jul30,CUVAWetlnd144,Phalaris arundinacea,8,9
2462,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha x glauca,8,7
2463,CUVAWetlnd2008Jul30,CUVAWetlnd144,Lythrum salicaria,8,3
2464,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha angustifolia,8,5
2465,CUVAWetlnd2008Jul30,CUVAWetlnd144,Salix exigua,8,4
2466,CUVAWetlnd2008Jul30,CUVAWetlnd144,Iris pseudacorus,8,1
2467,CUVAWetlnd2008Jul30,CUVAWetlnd144,Typha latifolia,8,3
2468,CUVAWetlnd2008Jul30,CUVAWetlnd144,Acer rubrum,8,1
2469,CUVAWetlnd2008Sep27,CUVAWetlnd145,Toxicodendron radicans,2,2
2470,CUVAWetlnd2008Sep27,CUVAWetlnd145,Oxalis stricta,2,2
2471,CUVAWetlnd2008Sep27,CUVAWetlnd145,Carex stricta,2,2
2472,CUVAWetlnd2008Sep27,CUVAWetlnd145,Diarrhena americana,2,8
2473,CUVAWetlnd2008Sep27,CUVAWetlnd145,Leersia virginica,2,3
2474,CUVAWetlnd2008Sep27,CUVAWetlnd145,Alliaria petiolata,2,1
2475,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum virginianum,2,3
2476,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum hydropiperoides,2,3
2477,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acer negundo,2,8
2478,CUVAWetlnd2008Sep27,CUVAWetlnd145,Impatiens capensis,2,1
2479,CUVAWetlnd2008Sep27,CUVAWetlnd145,Pilea pumila,2,1
2480,CUVAWetlnd2008Sep27,CUVAWetlnd145,Fragaria vesca L. var. americana,2,1
2481,CUVAWetlnd2008Sep27,CUVAWetlnd145,Solanum dulcamara,2,1
2482,CUVAWetlnd2008Sep27,CUVAWetlnd145,Verbesina alternifolia,2,1
2483,CUVAWetlnd2008Sep27,CUVAWetlnd145,Matteuccia struthiopteris,2,4
2484,CUVAWetlnd2008Sep27,CUVAWetlnd145,Bidens frondosa,2,1
2485,CUVAWetlnd2008Sep27,CUVAWetlnd145,Populus deltoides,2,6
2486,CUVAWetlnd2008Sep27,CUVAWetlnd145,Lysimachia nummularia,2,1
2487,CUVAWetlnd2008Sep27,CUVAWetlnd145,Bidens vulgata,2,1
2488,CUVAWetlnd2008Sep27,CUVAWetlnd145,Elymus riparius,2,1
2489,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rosa multiflora,2,1
2490,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rumex obtusifolius,2,1
2491,CUVAWetlnd2008Sep27,CUVAWetlnd145,Agrimonia sp.,2,1
2492,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cespitosum,2,2
2493,CUVAWetlnd2008Sep27,CUVAWetlnd145,Viola sp.,2,1
2494,CUVAWetlnd2008Sep27,CUVAWetlnd145,Sicyos angulatus,2,1
2495,CUVAWetlnd2008Sep27,CUVAWetlnd145,Vitis riparia,2,1
2496,CUVAWetlnd2008Sep27,CUVAWetlnd145,Toxicodendron radicans,3,2
2497,CUVAWetlnd2008Sep27,CUVAWetlnd145,Carex stricta,3,2
2498,CUVAWetlnd2008Sep27,CUVAWetlnd145,Leersia virginica,3,4
2499,CUVAWetlnd2008Sep27,CUVAWetlnd145,Alliaria petiolata,3,2
2500,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum virginianum,3,4
2501,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum hydropiperoides,3,3
2502,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acer negundo,3,7
2503,CUVAWetlnd2008Sep27,CUVAWetlnd145,Impatiens capensis,3,2
2504,CUVAWetlnd2008Sep27,CUVAWetlnd145,Pilea pumila,3,2
2505,CUVAWetlnd2008Sep27,CUVAWetlnd145,Verbesina alternifolia,3,2
2506,CUVAWetlnd2008Sep27,CUVAWetlnd145,Matteuccia struthiopteris,3,3
2507,CUVAWetlnd2008Sep27,CUVAWetlnd145,Viola sp.,3,2
2508,CUVAWetlnd2008Sep27,CUVAWetlnd145,Sicyos angulatus,3,2
2509,CUVAWetlnd2008Sep27,CUVAWetlnd145,Bidens vulgata,3,1
2510,CUVAWetlnd2008Sep27,CUVAWetlnd145,Epilobium sp.,3,1
2511,CUVAWetlnd2008Sep27,CUVAWetlnd145,Elymus riparius,3,3
2512,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rosa multiflora,3,1
2513,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rumex obtusifolius,3,2
2514,CUVAWetlnd2008Sep27,CUVAWetlnd145,Fraxinus pennsylvanica,3,1
2515,CUVAWetlnd2008Sep27,CUVAWetlnd145,Glechoma hederacea,3,1
2516,CUVAWetlnd2008Sep27,CUVAWetlnd145,Circaea lutetiana,3,1
2517,CUVAWetlnd2008Sep27,CUVAWetlnd145,Parthenocissus quinquefolia,3,1
2518,CUVAWetlnd2008Sep27,CUVAWetlnd145,Tussilago farfara,3,1
2519,CUVAWetlnd2008Sep27,CUVAWetlnd145,Cryptotaenia canadensis,3,1
2520,CUVAWetlnd2008Sep27,CUVAWetlnd145,Urtica sp.,3,1
2521,CUVAWetlnd2008Sep27,CUVAWetlnd145,Geum canadense,3,1
2522,CUVAWetlnd2008Sep27,CUVAWetlnd145,Eupatorium rugosum,3,1
2523,CUVAWetlnd2008Sep27,CUVAWetlnd145,Oxalis stricta,3,2
2524,CUVAWetlnd2008Sep27,CUVAWetlnd145,Diarrhena americana,3,6
2525,CUVAWetlnd2008Sep27,CUVAWetlnd145,Bidens frondosa,3,1
2526,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cespitosum,3,2
2527,CUVAWetlnd2008Sep27,CUVAWetlnd145,Populus deltoides,3,7
2528,CUVAWetlnd2008Sep27,CUVAWetlnd145,Vitis riparia,3,4
2529,CUVAWetlnd2008Sep27,CUVAWetlnd145,Ulmus americana,3,1
2530,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acalypha rhomboidea,3,1
2531,CUVAWetlnd2008Sep27,CUVAWetlnd145,Phalaris arundinacea,3,3
2532,CUVAWetlnd2008Sep27,CUVAWetlnd145,Brassica nigra,3,1
2533,CUVAWetlnd2008Sep27,CUVAWetlnd145,Dicot sp. 2,3,1
2534,CUVAWetlnd2008Sep27,CUVAWetlnd145,Plantago major,3,1
2535,CUVAWetlnd2008Sep27,CUVAWetlnd145,Agrimonia sp.,3,2
2536,CUVAWetlnd2008Sep27,CUVAWetlnd145,Cardamine sp.,3,1
2537,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cuspidatum,3,2
2538,CUVAWetlnd2008Sep27,CUVAWetlnd145,Hesperis matronalis,3,2
2539,CUVAWetlnd2008Sep27,CUVAWetlnd145,Toxicodendron radicans,8,2
2540,CUVAWetlnd2008Sep27,CUVAWetlnd145,Oxalis stricta,8,2
2541,CUVAWetlnd2008Sep27,CUVAWetlnd145,Diarrhena americana,8,3
2542,CUVAWetlnd2008Sep27,CUVAWetlnd145,Leersia virginica,8,4
2543,CUVAWetlnd2008Sep27,CUVAWetlnd145,Alliaria petiolata,8,2
2544,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum virginianum,8,3
2545,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum hydropiperoides,8,4
2546,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acer negundo,8,9
2547,CUVAWetlnd2008Sep27,CUVAWetlnd145,Impatiens capensis,8,2
2548,CUVAWetlnd2008Sep27,CUVAWetlnd145,Pilea pumila,8,2
2549,CUVAWetlnd2008Sep27,CUVAWetlnd145,Fragaria vesca L. var. americana,8,1
2550,CUVAWetlnd2008Sep27,CUVAWetlnd145,Verbesina alternifolia,8,2
2551,CUVAWetlnd2008Sep27,CUVAWetlnd145,Bidens frondosa,8,2
2552,CUVAWetlnd2008Sep27,CUVAWetlnd145,Viola sp.,8,2
2553,CUVAWetlnd2008Sep27,CUVAWetlnd145,Sicyos angulatus,8,2
2554,CUVAWetlnd2008Sep27,CUVAWetlnd145,Lysimachia nummularia,8,2
2556,CUVAWetlnd2008Sep27,CUVAWetlnd145,Fraxinus pennsylvanica,8,1
2557,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acalypha rhomboidea,8,1
2558,CUVAWetlnd2008Sep27,CUVAWetlnd145,Phalaris arundinacea,8,2
2559,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cuspidatum,8,1
2560,CUVAWetlnd2008Sep27,CUVAWetlnd145,Tussilago farfara,8,1
2561,CUVAWetlnd2008Sep27,CUVAWetlnd145,Cryptotaenia canadensis,8,1
2562,CUVAWetlnd2008Sep27,CUVAWetlnd145,Thalictrum sp.,8,1
2563,CUVAWetlnd2008Sep27,CUVAWetlnd145,Aster sp.,8,1
2564,CUVAWetlnd2008Sep27,CUVAWetlnd145,Zizia aurea,8,1
2565,CUVAWetlnd2008Sep27,CUVAWetlnd145,Lonicera japonica,8,1
2566,CUVAWetlnd2008Sep27,CUVAWetlnd145,Caulophyllum thalictroides,8,1
2567,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rhamnus frangula,8,1
2568,CUVAWetlnd2008Sep27,CUVAWetlnd145,Eupatorium rugosum,8,1
2569,CUVAWetlnd2008Sep27,CUVAWetlnd145,Phytolacca americana,8,1
2570,CUVAWetlnd2008Sep27,CUVAWetlnd145,Chenopodium ambrosioides,8,1
2571,CUVAWetlnd2008Sep27,CUVAWetlnd145,Scutellaria sp.,8,1
2572,CUVAWetlnd2008Sep27,CUVAWetlnd145,Solanum dulcamara,8,1
2573,CUVAWetlnd2008Sep27,CUVAWetlnd145,Matteuccia struthiopteris,8,2
2574,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cespitosum,8,1
2575,CUVAWetlnd2008Sep27,CUVAWetlnd145,Epilobium sp.,8,1
2576,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rumex obtusifolius,8,2
2577,CUVAWetlnd2008Sep27,CUVAWetlnd145,Circaea lutetiana,8,2
2578,CUVAWetlnd2008Sep27,CUVAWetlnd145,Parthenocissus quinquefolia,8,1
2579,CUVAWetlnd2008Sep27,CUVAWetlnd145,Hesperis matronalis,8,1
2580,CUVAWetlnd2008Sep27,CUVAWetlnd145,Boehmeria cylindrica,8,1
2581,CUVAWetlnd2008Sep27,CUVAWetlnd145,Laportea canadensis,8,2
2582,CUVAWetlnd2008Sep27,CUVAWetlnd145,Monocot sp. 3,8,1
2583,CUVAWetlnd2008Sep27,CUVAWetlnd145,Monocot sp. 4,8,1
2584,CUVAWetlnd2008Sep27,CUVAWetlnd145,Penthorum sedoides,8,1
2585,CUVAWetlnd2008Sep27,CUVAWetlnd145,Teucrium canadense,8,2
2586,CUVAWetlnd2008Sep27,CUVAWetlnd145,Verbena urticifolia,8,1
2587,CUVAWetlnd2008Sep27,CUVAWetlnd145,Oxalis stricta,9,2
2588,CUVAWetlnd2008Sep27,CUVAWetlnd145,Diarrhena americana,9,7
2589,CUVAWetlnd2008Sep27,CUVAWetlnd145,Leersia virginica,9,5
2590,CUVAWetlnd2008Sep27,CUVAWetlnd145,Alliaria petiolata,9,3
2591,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum virginianum,9,3
2592,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum hydropiperoides,9,3
2593,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acer negundo,9,9
2594,CUVAWetlnd2008Sep27,CUVAWetlnd145,Impatiens capensis,9,2
2595,CUVAWetlnd2008Sep27,CUVAWetlnd145,Pilea pumila,9,2
2596,CUVAWetlnd2008Sep27,CUVAWetlnd145,Fragaria vesca L. var. americana,9,1
2597,CUVAWetlnd2008Sep27,CUVAWetlnd145,Matteuccia struthiopteris,9,1
2598,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cespitosum,9,1
2599,CUVAWetlnd2008Sep27,CUVAWetlnd145,Viola sp.,9,2
2600,CUVAWetlnd2008Sep27,CUVAWetlnd145,Sicyos angulatus,9,2
2601,CUVAWetlnd2008Sep27,CUVAWetlnd145,Elymus riparius,9,2
2602,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rosa multiflora,9,2
2603,CUVAWetlnd2008Sep27,CUVAWetlnd145,Fraxinus pennsylvanica,9,1
2604,CUVAWetlnd2008Sep27,CUVAWetlnd145,Circaea lutetiana,9,2
2605,CUVAWetlnd2008Sep27,CUVAWetlnd145,Acalypha rhomboidea,9,1
2606,CUVAWetlnd2008Sep27,CUVAWetlnd145,Phalaris arundinacea,9,3
2607,CUVAWetlnd2008Sep27,CUVAWetlnd145,Agrimonia sp.,9,2
2608,CUVAWetlnd2008Sep27,CUVAWetlnd145,Cryptotaenia canadensis,9,1
2609,CUVAWetlnd2008Sep27,CUVAWetlnd145,Geum canadense,9,2
2610,CUVAWetlnd2008Sep27,CUVAWetlnd145,Toxicodendron radicans,9,2
2611,CUVAWetlnd2008Sep27,CUVAWetlnd145,Carex stricta,9,1
2612,CUVAWetlnd2008Sep27,CUVAWetlnd145,Verbesina alternifolia,9,2
2613,CUVAWetlnd2008Sep27,CUVAWetlnd145,Bidens frondosa,9,1
2614,CUVAWetlnd2008Sep27,CUVAWetlnd145,Vitis riparia,9,1
2615,CUVAWetlnd2008Sep27,CUVAWetlnd145,Lysimachia nummularia,9,3
2616,CUVAWetlnd2008Sep27,CUVAWetlnd145,Rumex obtusifolius,9,2
2617,CUVAWetlnd2008Sep27,CUVAWetlnd145,Polygonum cuspidatum,9,2
2618,CUVAWetlnd2008Sep27,CUVAWetlnd145,Barbarea vulgaris,9,1
2619,CUVAWetlnd2008Sep27,CUVAWetlnd145,Thalictrum sp.,9,1
2620,CUVAWetlnd2008Sep27,CUVAWetlnd145,Aster sp.,9,1
2621,CUVAWetlnd2008Sep27,CUVAWetlnd145,Hesperis matronalis,9,1
2622,CUVAWetlnd2008Sep27,CUVAWetlnd145,Dicot sp.,9,1
2623,CUVAWetlnd2008Sep27,CUVAWetlnd145,Boehmeria cylindrica,9,2
2624,CUVAWetlnd2008Sep27,CUVAWetlnd145,Zizia aurea,9,2
2625,CUVAWetlnd2008Sep27,CUVAWetlnd145,Laportea canadensis,9,1
2626,CUVAWetlnd2009Aug04,CUVAWetlnd129,Typha angustifolia,1,3
2627,CUVAWetlnd2009Aug04,CUVAWetlnd129,Phragmites australis ssp. Australis,1,3
2628,CUVAWetlnd2009Aug04,CUVAWetlnd129,Typha x glauca,1,9
2629,CUVAWetlnd2009Aug04,CUVAWetlnd129,Pilea pumila,1,1
2630,CUVAWetlnd2009Aug04,CUVAWetlnd129,Cirsium arvense,1,2
2631,CUVAWetlnd2009Aug04,CUVAWetlnd129,Myosotis sp.,1,2
2632,CUVAWetlnd2009Aug04,CUVAWetlnd129,Epilobium coloratum,1,1
2633,CUVAWetlnd2009Aug04,CUVAWetlnd129,Erechtites hieracifolia,1,1
2634,CUVAWetlnd2009Aug04,CUVAWetlnd129,Brassicaceae,1,1
2635,CUVAWetlnd2009Aug04,CUVAWetlnd129,Apocynum cannabinum,1,1
2636,CUVAWetlnd2009Aug04,CUVAWetlnd129,Onoclea sensibilis,1,2
2637,CUVAWetlnd2009Aug04,CUVAWetlnd129,Carex bromoides,1,1
2638,CUVAWetlnd2009Aug04,CUVAWetlnd129,Urtica dioica var. dioica,1,1
2639,CUVAWetlnd2009Aug04,CUVAWetlnd129,Leersia oryzoides,1,2
2640,CUVAWetlnd2009Aug04,CUVAWetlnd129,Impatiens capensis,1,3
2641,CUVAWetlnd2009Aug04,CUVAWetlnd129,Lysimachia nummularia,1,3
2642,CUVAWetlnd2009Aug04,CUVAWetlnd129,Polygonum sagittatum,1,2
2643,CUVAWetlnd2009Aug04,CUVAWetlnd129,Symplocarpus foetidus,1,1
2644,CUVAWetlnd2009Aug04,CUVAWetlnd129,Phragmites australis ssp. Australis,2,3
2645,CUVAWetlnd2009Aug04,CUVAWetlnd129,Typha x glauca,2,9
2646,CUVAWetlnd2009Aug04,CUVAWetlnd129,Impatiens capensis,2,2
2647,CUVAWetlnd2009Aug04,CUVAWetlnd129,Lysimachia nummularia,2,2
2648,CUVAWetlnd2009Aug04,CUVAWetlnd129,Pilea pumila,2,2
2649,CUVAWetlnd2009Aug04,CUVAWetlnd129,Cirsium arvense,2,2
2650,CUVAWetlnd2009Aug04,CUVAWetlnd129,Myosotis sp.,2,2
2651,CUVAWetlnd2009Aug04,CUVAWetlnd129,Epilobium coloratum,2,1
2652,CUVAWetlnd2009Aug04,CUVAWetlnd129,Onoclea sensibilis,2,6
2653,CUVAWetlnd2009Aug04,CUVAWetlnd129,Urtica dioica var. dioica,2,1
2654,CUVAWetlnd2009Aug04,CUVAWetlnd129,Cornus racemosa,2,3
2655,CUVAWetlnd2009Aug04,CUVAWetlnd129,Torilis japonica,2,2
2656,CUVAWetlnd2009Aug04,CUVAWetlnd129,Oxalis stricta,2,2
2657,CUVAWetlnd2009Aug04,CUVAWetlnd129,Rhamnus frangula,2,2
2658,CUVAWetlnd2009Aug04,CUVAWetlnd129,Malus baccata,2,2
2659,CUVAWetlnd2009Aug04,CUVAWetlnd129,Viburnum recognitum,2,3
2660,CUVAWetlnd2009Aug04,CUVAWetlnd129,Circaea lutetiana,2,2
2662,CUVAWetlnd2009Aug04,CUVAWetlnd129,Rosa multiflora,2,2
2663,CUVAWetlnd2009Aug04,CUVAWetlnd129,Agrimonia parviflora,2,2
2664,CUVAWetlnd2009Aug04,CUVAWetlnd129,Carex lurida,2,1
2665,CUVAWetlnd2009Aug04,CUVAWetlnd129,Scirpus atrovirens,2,1
2666,CUVAWetlnd2009Aug04,CUVAWetlnd129,Ligustrum vulgare,2,2
2667,CUVAWetlnd2009Aug04,CUVAWetlnd129,Carex bromoides,2,3
2668,CUVAWetlnd2009Aug04,CUVAWetlnd129,Toxicodendron radicans,2,2
2669,CUVAWetlnd2009Aug04,CUVAWetlnd129,Lindera benzoin,2,2
2670,CUVAWetlnd2009Aug04,CUVAWetlnd129,Apios americana,2,1
2671,CUVAWetlnd2009Aug04,CUVAWetlnd129,Polygonum sagittatum,2,2
2672,CUVAWetlnd2009Aug04,CUVAWetlnd129,Symplocarpus foetidus,2,2
2673,CUVAWetlnd2009Aug04,CUVAWetlnd129,Galium sp.,2,1
2674,CUVAWetlnd2009Aug04,CUVAWetlnd129,Mentha arvensis,2,2
2675,CUVAWetlnd2009Aug04,CUVAWetlnd129,Solanum dulcamara,2,1
2676,CUVAWetlnd2009Aug04,CUVAWetlnd129,Typha x glauca,4,9
2677,CUVAWetlnd2009Aug04,CUVAWetlnd129,Impatiens capensis,4,2
2678,CUVAWetlnd2009Aug04,CUVAWetlnd129,Lysimachia nummularia,4,2
2679,CUVAWetlnd2009Aug04,CUVAWetlnd129,Pilea pumila,4,2
2680,CUVAWetlnd2009Aug04,CUVAWetlnd129,Myosotis sp.,4,2
2681,CUVAWetlnd2009Aug04,CUVAWetlnd129,Onoclea sensibilis,4,2
2682,CUVAWetlnd2009Aug04,CUVAWetlnd129,Cornus racemosa,4,2
2683,CUVAWetlnd2009Aug04,CUVAWetlnd129,Galium sp.,4,1
2684,CUVAWetlnd2009Aug04,CUVAWetlnd129,Mentha arvensis,4,2
2685,CUVAWetlnd2009Aug04,CUVAWetlnd129,Solidago sp.,4,1
2686,CUVAWetlnd2009Aug04,CUVAWetlnd129,Ludwigia palustris,4,1
2687,CUVAWetlnd2009Aug04,CUVAWetlnd129,Phragmites australis ssp. Australis,4,2
2688,CUVAWetlnd2009Aug04,CUVAWetlnd129,Typha x glauca,3,7
2689,CUVAWetlnd2009Aug04,CUVAWetlnd129,Impatiens capensis,3,2
2690,CUVAWetlnd2009Aug04,CUVAWetlnd129,Lysimachia nummularia,3,3
2691,CUVAWetlnd2009Aug04,CUVAWetlnd129,Polygonum sagittatum,3,1
2692,CUVAWetlnd2009Aug04,CUVAWetlnd129,Symplocarpus foetidus,3,2
2693,CUVAWetlnd2009Aug04,CUVAWetlnd129,Cirsium arvense,3,2
2694,CUVAWetlnd2009Aug04,CUVAWetlnd129,Myosotis sp.,3,2
2695,CUVAWetlnd2009Aug04,CUVAWetlnd129,Epilobium coloratum,3,1
2696,CUVAWetlnd2009Aug04,CUVAWetlnd129,Erechtites hieracifolia,3,1
2697,CUVAWetlnd2009Aug04,CUVAWetlnd129,Onoclea sensibilis,3,5
2698,CUVAWetlnd2009Aug04,CUVAWetlnd129,Urtica dioica var. dioica,3,2
2699,CUVAWetlnd2009Aug04,CUVAWetlnd129,Torilis japonica,3,2
2700,CUVAWetlnd2009Aug04,CUVAWetlnd129,Malus baccata,3,4
2701,CUVAWetlnd2009Aug04,CUVAWetlnd129,Viburnum recognitum,3,4
